Cell Line,Factor,Lab,Treatment,Antibody,Data Version,Quality,Table Name,Control
K562,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk,IgG+AC0-rab
GM12878,WRNIP1,Stanford,None,WHIP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878WhipIggmusUniPk,IgG+AC0-mus
GM12878,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk,NA
GM12891,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Yy1sc281V0416101UniPk,NA
GM12892,YY1,HudsonAlpha,None,YY1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk,NA
H1+AC0-hESC,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk,NA
HCT+AC0-116,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk,NA
HepG2,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,NA
K562,YY1,HudsonAlpha,None,YY1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk,NA
K562,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk,NA
NT2+AC0-D1,YY1,USC,None,YY1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhNt2d1Yy1UcdUniPk,UCDavis
SK+AC0-N+AC0-SH (Retinoic Acid),YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk,NA
GM12878,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk,NA
HCT+AC0-116,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk,NA
HepG2,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk,NA
K562,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk,NA
HepG2,ZBTB7A,HudsonAlpha,None,ZBTB7A+AF8-(SC+AC0-34508),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk,NA
K562,ZBTB7A,HudsonAlpha,None,ZBTB7A+AF8-(SC+AC0-34508),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk,NA
GM12878,ZEB1,HudsonAlpha,None,ZEB1+AF8-(SC+AC0-25388),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk,NA
GM12878,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk,std
H1+AC0-hESC,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk,IgG+AC0-rab
HeLa+AC0-S3,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Znf143IggrabUniPk,IgG+AC0-rab
K562,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk,IgG+AC0-rab
MCF+AC0-7,ZNF217,USC,None,ZNF217,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk,UCDavis
HEK293+AC0-T+AC0-REx,ZNF263,USC,None,ZNF263,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk,UCDavis
K562,ZNF263,USC,None,ZNF263,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf263UcdUniPk,UCDavis
K562,ZNF274,USC,None,ZNF274+AF8-(M01),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk,UCDavis
K562,ZNF274,USC,None,ZNF274,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf274UcdUniPk,UCDavis
